unique_id,primary_offense_new
7701832,pesticide violation
7702291,pesticide violation
7702293,pesticide violation
7703743,air pollution violation
7701893,air pollution violation
7700533,lead violation
7693584,water pollution violation
7693778,water pollution violation
7694959,water pollution violation
7696638,air pollution violation
7709996,water pollution violation
7698067,oil spill
7710872,water pollution violation
7708824,pesticide violation
7702640,hazardous waste violation
3678908,environmental violation
7697901,water pollution violation
7711930,air pollution violation
3688287,environmental violation
3667929,underground storage tank violation
7697384,environmental violation
7700511,hazardous waste violation
7700517,hazardous waste violation
7703075,environmental violation
7695109,water pollution violation
3670175,water pollution violation
7696110,underground storage tank violation
7693003,lead violation
3670898,water pollution violation
7696953,lead violation
7701913,hazardous waste violation
7698485,hazardous waste violation
7696981,air pollution violation
3679778,water pollution violation
3679854,water pollution violation
7702182,air pollution violation
7707131,lead violation
3679458,water pollution violation
7698960,environmental violation
7698961,environmental violation
7693259,air pollution violation
7697397,hazardous waste violation
7693487,water pollution violation
7706818,air pollution violation
7709813,air pollution violation
7705033,environmental violation
7707648,lead violation
7707074,lead violation
7698932,environmental violation
7698403,air pollution violation
7703214,air pollution violation
7708800,air pollution violation
7696739,environmental violation
7709540,pesticide violation
7706491,water pollution violation
7692451,water pollution violation
100039,solid waste violation
3194784,water pollution violation
3194785,water pollution violation
3678811,environmental violation
3194787,water pollution violation
3705274,water pollution violation
7697983,environmental violation
3658070,environmental violation
7711412,lead violation
7707992,water pollution violation
7701731,environmental violation
7708531,environmental violation
7695016,water pollution violation
3702816,oil or gas drilling violation
3702875,oil or gas drilling violation
7704880,water pollution violation
7697324,air pollution violation
3666864,water pollution violation
7708677,water pollution violation
7695942,air pollution violation
3682222,water pollution violation
3668197,underground storage tank violation
3659273,underground storage tank violation
7705773,environmental violation
7706786,lead violation
7707794,water pollution violation
3681799,water pollution violation
7711068,air pollution violation
7697812,pesticide violation
3702905,oil or gas drilling violation
3194796,pipeline safety violation
3680336,water pollution violation
3658629,environmental violation
5952037,environmental violation
7706611,water pollution violation
7710842,water pollution violation
3702563,oil or gas drilling violation
3702569,oil or gas drilling violation
3731697,water pollution violation
3702701,oil or gas drilling violation
3658248,water pollution violation
3675791,underground storage tank violation
3674969,underground storage tank violation
7708269,water pollution violation
7700543,air pollution violation
7698500,water pollution violation
3659158,environmental violation
7701612,environmental violation
7706544,environmental violation
3702696,oil or gas drilling violation
3702665,oil or gas drilling violation
7709902,hazardous waste violation
7708077,underground storage tank violation
7708554,pesticide violation
3702697,oil or gas drilling violation
7706473,water pollution violation
3668498,air pollution violation
7700893,environmental violation
7709239,pesticide violation
3667491,water pollution violation
3701921,oil or gas drilling violation
3705099,oil spill
7697985,environmental violation
7704780,environmental violation
7703005,hazardous waste violation
7694201,pesticide violation
7693396,pesticide violation
7705004,water pollution violation
7705005,water pollution violation
7705008,water pollution violation
7711851,air pollution violation
7710490,environmental violation
3688811,water pollution violation
7704436,water pollution violation
7694924,lead violation
7708728,pesticide violation
3666514,environmental violation
7705231,water pollution violation
3659113,environmental violation
3658983,environmental violation
7706574,hazardous waste violation
3666928,solid waste violation
7710804,air pollution violation
7701005,pesticide violation
3658510,water pollution violation
3680211,water pollution violation
3670402,water pollution violation
7698666,water pollution violation
3658707,environmental violation
7702136,hazardous waste violation
7697503,hazardous waste violation
7698064,oil spill
7706495,water pollution violation
7707174,water pollution violation
