bill_id,category_ids,category_labels,bill_type,reason
hr3325-110,,,,"The bill designates a USPS facility name in honor of a military service member, which is a commemorative action unrelated to private employer wage, hour, or benefit obligations."
hr1093-115,,,,"The bill mandates congressional notification procedures for the Federal Railroad Administration regarding safety assessments, which is a matter of government oversight and transportation safety, not private employer wage, hour, or benefit obligations."
s461-115,,,,"The bill focuses on allocating homeland security grant funds to protect faith-based community centers and increasing criminal penalties for false threat reports, which does not involve private employer wage, hour, or benefit obligations."
hr6102-114,,,,"The bill establishes a grant program for state and local governments to improve traffic signals, which does not involve private employer wage, hour, or benefit obligations."
s1363-114,,,,"The bill requires a report from the Department of Energy regarding the hosting of privately funded nuclear reactor prototypes, which relates to energy research and public-private cooperation rather than private employer wage, hour, or benefit obligations."
s1001-109,,,,"The bill establishes Medicare hospice demonstration projects and grants, which involve government reimbursement rates and public benefit programs rather than regulating private employer wage, hour, or benefit obligations."
hr1855-109,,,,"The bill extends a tariff suspension on a specific chemical, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
hr1372-111,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations or corporate misconduct."
s1058-113,,,,"The bill authorizes VA per diem payments for homeless veterans to care for dependents, which is a government-funded benefit program and does not regulate private employer wage, hour, or benefit obligations."
s2553-109,,,,"The bill regulates consumer protection and telemarketing disclosure requirements for call centers, not private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr3429-111,,,,"The bill provides a tax deferral for individuals reinvesting capital gains from regulated investment companies, which is a general individual income tax provision unrelated to private employer wage, hour, or benefit obligations."
hr2452-107,,,,"The bill authorizes financial assistance for the management and infrastructure of a National Heritage Corridor, which is a public lands and natural resources initiative unrelated to private employer wage, hour, or benefit obligations."
