bill_id,category_ids,category_labels
s540-110,5;14,Consumer Safety;Consumer Protection
hr2286-111,1,Wage Hour & Benefits
sjres34-112,,
s462-108,,
hr100-113,1;3;10;22,Wage Hour & Benefits;Labor Relations;Securities & Investor Protection;Government Contracting
s2370-110,,
hr3508-111,1,Wage Hour & Benefits
s331-109,,
s387-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr1844-107,,
hr4490-111,,
s1980-112,15,Competition-related Offenses
hr3800-114,,
s2728-108,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
s2695-109,24,Government Reporting & Compliance
hr3705-112,23,Healthcare Fraud & Compliance
hr3962-109,,
s817-116,12;27,"Fraud, Corruption & Criminal Conduct;Firearms Violation"
s143-108,6;15,Transportation Safety;Competition-related Offenses
hr4167-111,24,Government Reporting & Compliance
s399-114,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s2095-108,10;15;20,Securities & Investor Protection;Competition-related Offenses;Energy Efficiency
hr1697-107,10;15,Securities & Investor Protection;Competition-related Offenses
hr5900-111,6;10;24,Transportation Safety;Securities & Investor Protection;Government Reporting & Compliance
s2073-108,24,Government Reporting & Compliance
hr5682-110,10;15;24,Securities & Investor Protection;Competition-related Offenses;Government Reporting & Compliance
hr4884-115,9;12;24,"Banking AML & Sanctions;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2930-109,15,Competition-related Offenses
hr2502-109,15,Competition-related Offenses
hr1169-113,,
hr4317-115,7,Infrastructure & Nuclear Safety
hr5591-109,,
hr1060-111,11,Accounting Financial Reporting & Tax
hr4406-110,15,Competition-related Offenses
hr706-112,20,Energy Efficiency
hr4290-106,,
hr966-108,1,Wage Hour & Benefits
hr2897-109,,
hr788-114,11,Accounting Financial Reporting & Tax
sjres10-111,,
hr364-112,1;10;14;23,Wage Hour & Benefits;Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
hr1632-114,,
hr3663-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr5070-112,15,Competition-related Offenses
hr384-109,15,Competition-related Offenses
hr6261-109,16;17;18,Air Violation;Water Violation;Earth Violation
s3647-111,,
hr3337-108,18,Earth Violation
hr790-111,18,Earth Violation
s479-109,11,Accounting Financial Reporting & Tax
hr2323-114,24,Government Reporting & Compliance
s440-112,,
hr4486-113,10;15,Securities & Investor Protection;Competition-related Offenses
hr2505-112,,
hr2208-116,6;4,Transportation Safety;Workplace Safety
hr2130-109,21,Animal Welfare
s3303-111,,
sjres44-113,,
hr1287-112,16;17;18;22,Air Violation;Water Violation;Earth Violation;Government Contracting
hr5529-107,1,Wage Hour & Benefits
hr2149-112,,
hr4421-114,,
hr4100-111,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s3059-114,21,Animal Welfare
s2573-112,15,Competition-related Offenses
s55-112,23,Healthcare Fraud & Compliance
hr4076-110,5;10;14;23,Consumer Safety;Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
s1589-109,23,Healthcare Fraud & Compliance
s971-112,11,Accounting Financial Reporting & Tax
sjres31-109,,
s2864-110,,
hr3301-111,11,Accounting Financial Reporting & Tax
hr2420-116,,
hr6241-112,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr4023-110,3,Labor Relations
s2397-113,1,Wage Hour & Benefits
hr979-110,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
s2211-109,15,Competition-related Offenses
hr6067-110,20,Energy Efficiency
s2231-116,11,Accounting Financial Reporting & Tax
s1413-108,17;22,Water Violation;Government Contracting
s1201-111,23,Healthcare Fraud & Compliance
hr4834-106,15,Competition-related Offenses
hr1865-109,22,Government Contracting
s2869-110,12,"Fraud, Corruption & Criminal Conduct"
s1964-108,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr2979-110,1,Wage Hour & Benefits
s1879-115,,
hr181-113,,
s1678-113,11,Accounting Financial Reporting & Tax
s2570-107,,
hr5173-107,,
hr6070-110,1,Wage Hour & Benefits
s1223-115,,
s1522-114,1,Wage Hour & Benefits
hr3887-114,6;4,Transportation Safety;Workplace Safety
hr502-111,,
hr4723-114,11,Accounting Financial Reporting & Tax
hr465-111,,
hr1125-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3968-112,,
hr3807-115,,
s3252-114,24,Government Reporting & Compliance
hr3078-111,,
hr1589-114,21,Animal Welfare
hr2006-110,24,Government Reporting & Compliance
hr4530-113,12,"Fraud, Corruption & Criminal Conduct"
hr1851-112,,
hr907-109,18,Earth Violation
hr2737-110,1,Wage Hour & Benefits
hr4809-108,11,Accounting Financial Reporting & Tax
hr4253-114,,
hr976-113,3,Labor Relations
s2894-115,,
hr3838-108,,
hr4497-111,21,Animal Welfare
s121-113,26,Exploitation & Trafficking
hr4907-107,3;24,Labor Relations;Government Reporting & Compliance
s2032-110,17,Water Violation
hr7043-110,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr776-114,10;15,Securities & Investor Protection;Competition-related Offenses
s1205-113,20,Energy Efficiency
hr3779-109,,
hr2980-109,11,Accounting Financial Reporting & Tax
hr316-111,22,Government Contracting
hr6507-114,24,Government Reporting & Compliance
s1771-110,5;10;14,Consumer Safety;Securities & Investor Protection;Consumer Protection
s635-112,18,Earth Violation
hr5140-109,,
hr1373-109,,
hr1259-107,25,National Security & Cybercrime
hr5361-107,,
hr4450-115,,
hr5169-111,6,Transportation Safety
hr4453-106,,
s1113-107,,
hr3534-109,,
hr3874-114,12,"Fraud, Corruption & Criminal Conduct"
s3297-109,,
hr2227-108,,
s3255-114,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr2571-107,,
s1262-115,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
s1628-108,,
s2459-115,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr1364-115,1,Wage Hour & Benefits
s1313-112,17,Water Violation
hr2567-109,5;14,Consumer Safety;Consumer Protection
s3450-115,24,Government Reporting & Compliance
s402-111,,
hr5980-111,10;15;22,Securities & Investor Protection;Competition-related Offenses;Government Contracting
s1860-115,10;15,Securities & Investor Protection;Competition-related Offenses
s1918-110,1,Wage Hour & Benefits
hr3858-108,23,Healthcare Fraud & Compliance
hjres77-110,,
s234-113,,
hr5109-108,,
hr2770-107,15,Competition-related Offenses
hr4642-113,6,Transportation Safety
hr4777-107,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
hr4240-108,,
s3039-107,14;15,Consumer Protection;Competition-related Offenses
hr1466-112,,
hr3869-107,15,Competition-related Offenses
s2542-113,17;18,Water Violation;Earth Violation
s2785-110,23,Healthcare Fraud & Compliance
hr3252-107,,
s129-108,1,Wage Hour & Benefits
hr5439-112,15,Competition-related Offenses
s1823-108,15,Competition-related Offenses
hr4741-107,23,Healthcare Fraud & Compliance
s3342-109,15,Competition-related Offenses
hr182-109,,
hr6129-110,23,Healthcare Fraud & Compliance
hr2019-114,12,"Fraud, Corruption & Criminal Conduct"
s359-116,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr3713-109,,
hr332-116,,
hr442-112,18,Earth Violation
hr4624-106,23,Healthcare Fraud & Compliance
s906-108,1,Wage Hour & Benefits
hr1148-109,22,Government Contracting
hr1723-112,9;10;11,Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax
s3355-109,15,Competition-related Offenses
s2337-114,25,National Security & Cybercrime
s1241-113,,
hr674-115,24,Government Reporting & Compliance
hr65-116,,
hr4553-109,,
hr4643-115,6;16,Transportation Safety;Air Violation
s3424-111,21,Animal Welfare
s48-112,,
s1490-116,,
s3255-115,25,National Security & Cybercrime
s3944-111,1,Wage Hour & Benefits
hr2977-115,24,Government Reporting & Compliance
s405-107,,
s2472-108,14;24,Consumer Protection;Government Reporting & Compliance
s3189-115,,
s1440-108,1;12;24,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1293-112,,
hr4408-113,,
hr6236-114,1,Wage Hour & Benefits
hr3326-112,,
hr1916-115,,
s646-113,17;18,Water Violation;Earth Violation
s115-112,21,Animal Welfare
hr2172-109,15,Competition-related Offenses
hr2387-113,,
hr4653-113,24,Government Reporting & Compliance
s1573-107,,
hjres44-116,4,Workplace Safety
s958-112,23,Healthcare Fraud & Compliance
s954-113,15,Competition-related Offenses
s2247-112,10;11;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr2840-111,,
hr4810-108,,
hr5704-114,1,Wage Hour & Benefits
s37-110,7;18,Infrastructure & Nuclear Safety;Earth Violation
hr19-108,1,Wage Hour & Benefits
hr1327-107,3,Labor Relations
hr2107-113,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2157-109,,
hr3233-114,2,Employment Discrimination
hr3235-113,1,Wage Hour & Benefits
s1503-110,10;16;24,Securities & Investor Protection;Air Violation;Government Reporting & Compliance
s20-113,10;15,Securities & Investor Protection;Competition-related Offenses
hr4902-107,15,Competition-related Offenses
hr749-110,10,Securities & Investor Protection
s2905-110,10;12;22,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Contracting"
s2074-108,,
hr596-109,,
s3257-109,15,Competition-related Offenses
hr3019-114,1,Wage Hour & Benefits
hr7305-110,10;11;15;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Competition-related Offenses;Government Reporting & Compliance
hr5452-113,2;14,Employment Discrimination;Consumer Protection
hr3348-109,12,"Fraud, Corruption & Criminal Conduct"
hr3227-112,18,Earth Violation
hr6918-110,,
s2879-108,,
hr3519-111,21,Animal Welfare
s1554-112,,
hr4376-107,,
hr953-107,,
s96-111,,
s2956-110,9;12;24,"Banking AML & Sanctions;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2089-112,,
s1337-114,24,Government Reporting & Compliance
s3177-107,10;13;15;24,Securities & Investor Protection;Intellectual Property & Trade Secrets;Competition-related Offenses;Government Reporting & Compliance
s735-112,12,"Fraud, Corruption & Criminal Conduct"
hr400-107,,
s344-115,1,Wage Hour & Benefits
hr3715-106,15,Competition-related Offenses
hr4916-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr4165-111,17,Water Violation
s955-110,,
s3834-109,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
s2950-115,,
hr460-108,18,Earth Violation
hr933-115,3,Labor Relations
s1839-115,15,Competition-related Offenses
hr4138-110,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
hr5905-110,1,Wage Hour & Benefits
hr721-114,,
hr174-114,1,Wage Hour & Benefits
hr3329-108,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s986-110,,
s425-112,,
s1552-111,,
s4039-111,8,Campus Safety
hr2367-112,18,Earth Violation
hr4863-109,,
hr5188-110,15,Competition-related Offenses
hr2119-114,,
s1595-109,11;20,Accounting Financial Reporting & Tax;Energy Efficiency
s1032-112,,
hr4769-110,15,Competition-related Offenses
hr1945-108,15,Competition-related Offenses
s2797-110,,
hr2141-107,16;20,Air Violation;Energy Efficiency
s2266-108,,
hr3399-109,1,Wage Hour & Benefits
s3614-110,,
s2057-112,23,Healthcare Fraud & Compliance
hr1063-109,11,Accounting Financial Reporting & Tax
hr57-113,,
s1870-113,1;12;26,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Exploitation & Trafficking"
hr3080-111,5,Consumer Safety
s124-108,,
hr1134-108,1,Wage Hour & Benefits
s2018-116,,
hr390-108,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr2918-111,24,Government Reporting & Compliance
hr4012-110,,
hr4116-108,21,Animal Welfare
s2471-114,11,Accounting Financial Reporting & Tax
hr3818-110,11,Accounting Financial Reporting & Tax
hr4545-109,17,Water Violation
hr458-107,12,"Fraud, Corruption & Criminal Conduct"
hr6366-111,,
s94-111,,
s1854-109,14;15,Consumer Protection;Competition-related Offenses
hr2715-112,5;14;24,Consumer Safety;Consumer Protection;Government Reporting & Compliance
hr3152-114,,
s2816-106,10;15,Securities & Investor Protection;Competition-related Offenses
hr3412-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr3363-109,15,Competition-related Offenses
hr4543-114,,
s3365-109,15,Competition-related Offenses
s2144-115,,
hr4732-107,11,Accounting Financial Reporting & Tax
hr4294-113,1,Wage Hour & Benefits
hr4812-110,15,Competition-related Offenses
s2197-112,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s239-107,10;15,Securities & Investor Protection;Competition-related Offenses
hr1994-109,14;15,Consumer Protection;Competition-related Offenses
hr388-115,,
s147-115,10;15,Securities & Investor Protection;Competition-related Offenses
hr4220-109,1,Wage Hour & Benefits
hr5463-106,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s3588-111,18,Earth Violation
hr4611-113,1,Wage Hour & Benefits
hr6356-111,,
hr5971-110,,
hr695-107,18;22,Earth Violation;Government Contracting
hr2426-113,,
hr1885-115,,
hr3743-109,,
hr1201-110,10;13,Securities & Investor Protection;Intellectual Property & Trade Secrets
hr5691-112,14,Consumer Protection
s915-116,10;15,Securities & Investor Protection;Competition-related Offenses
hr4946-111,24,Government Reporting & Compliance
hr4195-107,15,Competition-related Offenses
hr4765-108,,
hr314-112,,
hr1083-112,,
hr1352-114,1;10;14;22,Wage Hour & Benefits;Securities & Investor Protection;Consumer Protection;Government Contracting
s104-107,1,Wage Hour & Benefits
s2176-107,15,Competition-related Offenses
hr3043-110,1;3;4;15;22,Wage Hour & Benefits;Labor Relations;Workplace Safety;Competition-related Offenses;Government Contracting
s2936-114,14,Consumer Protection
hr3035-114,14,Consumer Protection
hr3243-113,,
hr5044-113,26,Exploitation & Trafficking
hr2926-114,18;17,Earth Violation;Water Violation
hr2594-111,,
hr1378-116,12,"Fraud, Corruption & Criminal Conduct"
hr1468-112,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s3075-106,,
hr2695-112,,
s1664-116,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
s1881-108,5,Consumer Safety
s2044-113,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s50-108,,
s747-111,,
s1003-115,23,Healthcare Fraud & Compliance
s29-110,11,Accounting Financial Reporting & Tax
hr2784-109,15,Competition-related Offenses
s2760-106,5,Consumer Safety
hr2404-114,1,Wage Hour & Benefits
hr3834-111,,
s588-114,5;14,Consumer Safety;Consumer Protection
hr5698-107,17,Water Violation
s1185-113,10,Securities & Investor Protection
hr1488-113,1,Wage Hour & Benefits
s3254-110,11,Accounting Financial Reporting & Tax
hr1320-112,10;15,Securities & Investor Protection;Competition-related Offenses
hr3397-109,6,Transportation Safety
s2662-110,23,Healthcare Fraud & Compliance
hr2792-108,,
hr5034-109,,
hr1128-113,25,National Security & Cybercrime
hr5617-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr4693-112,15,Competition-related Offenses
hr2378-109,,
hr2294-109,24,Government Reporting & Compliance
hr1713-113,,
hr4547-114,,
hr2252-109,15,Competition-related Offenses
hr4406-115,,
hr2185-109,6;15,Transportation Safety;Competition-related Offenses
hr1896-109,15,Competition-related Offenses
s1375-110,1,Wage Hour & Benefits
hr6881-110,22;24,Government Contracting;Government Reporting & Compliance
s1341-111,9;11;15,Banking AML & Sanctions;Accounting Financial Reporting & Tax;Competition-related Offenses
s2242-114,18,Earth Violation
hr1281-108,1;12;24,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr2679-113,3,Labor Relations
s246-108,10;15,Securities & Investor Protection;Competition-related Offenses
s2734-113,18;16,Earth Violation;Air Violation
s2122-114,1,Wage Hour & Benefits
hr3177-114,,
hr4789-107,,
hjres15-115,,
hr6330-112,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
s3750-111,17,Water Violation
hr447-115,7,Infrastructure & Nuclear Safety
s210-110,,
hr764-112,,
hr695-113,24,Government Reporting & Compliance
s684-113,17,Water Violation
sjres19-115,14,Consumer Protection
hr2742-107,,
hr4332-109,15,Competition-related Offenses
s2588-114,19;17,Lead Violation;Water Violation
hr5805-112,1,Wage Hour & Benefits
hr5464-109,10;14,Securities & Investor Protection;Consumer Protection
hr4241-111,,
s475-115,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
s2117-112,1;22;24,Wage Hour & Benefits;Government Contracting;Government Reporting & Compliance
s1123-108,12,"Fraud, Corruption & Criminal Conduct"
hr342-109,,
hr3734-108,,
hr579-107,1,Wage Hour & Benefits
hr3350-109,,
hr3264-108,,
s1324-111,14;23,Consumer Protection;Healthcare Fraud & Compliance
hr3911-112,,
hr1251-112,18,Earth Violation
hr3196-107,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
s3678-112,10;11;12;15,"Securities & Investor Protection;Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
